Main_Parent_ID,Level,Type,ItemID,Direct_Parent_ID,Quantity,Item ID,Operation Number,Operation Name,Workcenter ID,Setup Time (min),Run Time (min),Next Operation,Previous Operation
INV-STRC-FG-0001,2,RM,INV-RM-RM-0063,INV-PLTE-SFG-1129,2,,,,,,,,
INV-STRC-FG-0001,1,RM,INV-RM-RM-0088,INV-STRC-FG-0001,3,,,,,,,,
INV-STRC-FG-0001,1,RM,INV-RM-RM-0018,INV-STRC-FG-0001,4,,,,,,,,
INV-STRC-FG-0002,0,FG,INV-STRC-FG-0002,,1,INV-STRC-FG-0002,1.0,Assembly 1,WC-015,23.0,192.0,2.0,
INV-STRC-FG-0002,0,FG,INV-STRC-FG-0002,,1,INV-STRC-FG-0002,2.0,Welding 1,WC-005,30.0,213.0,3.0,1.0
INV-STRC-FG-0002,0,FG,INV-STRC-FG-0002,,1,INV-STRC-FG-0002,3.0,Assembly 2,WC-015,26.0,217.0,4.0,2.0
INV-STRC-FG-0002,0,FG,INV-STRC-FG-0002,,1,INV-STRC-FG-0002,4.0,Welding 2,WC-003,22.0,263.0,5.0,3.0
INV-STRC-FG-0002,0,FG,INV-STRC-FG-0002,,1,INV-STRC-FG-0002,5.0,Assembly 3,WC-016,28.0,238.0,6.0,4.0
INV-STRC-FG-0002,0,FG,INV-STRC-FG-0002,,1,INV-STRC-FG-0002,6.0,Welding 3,WC-006,17.0,145.0,7.0,5.0
INV-STRC-FG-0002,0,FG,INV-STRC-FG-0002,,1,INV-STRC-FG-0002,7.0,Machining 1,WC-010,21.0,230.0,8.0,6.0
INV-STRC-FG-0002,0,FG,INV-STRC-FG-0002,,1,INV-STRC-FG-0002,8.0,Painting 1,WC-017,22.0,130.0,9.0,7.0
INV-STRC-FG-0002,0,FG,INV-STRC-FG-0002,,1,INV-STRC-FG-0002,9.0,Packaging 1,WC-022,0.0,30.0,,8.0
INV-STRC-FG-0002,1,SFG,INV-STRC-SFG-0271,INV-STRC-FG-0002,3,INV-STRC-SFG-0271,1.0,Assembly 1,WC-016,27.0,282.0,2.0,
INV-STRC-FG-0002,1,SFG,INV-STRC-SFG-0271,INV-STRC-FG-0002,3,INV-STRC-SFG-0271,2.0,Welding 1,WC-005,17.0,348.0,3.0,1.0
INV-STRC-FG-0002,1,SFG,INV-STRC-SFG-0271,INV-STRC-FG-0002,3,INV-STRC-SFG-0271,3.0,Machining 1,WC-007,29.0,100.0,,2.0
INV-STRC-FG-0002,2,RM,INV-RM-RM-0113,INV-STRC-SFG-0271,4,,,,,,,,
INV-STRC-FG-0002,2,RM,INV-RM-RM-0121,INV-STRC-SFG-0271,1,,,,,,,,
INV-STRC-FG-0002,2,RM,INV-RM-RM-0126,INV-STRC-SFG-0271,2,,,,,,,,
INV-STRC-FG-0002,2,RM,INV-RM-RM-0019,INV-STRC-SFG-0271,2,,,,,,,,
INV-STRC-FG-0002,1,SFG,INV-MODL-SFG-1385,INV-STRC-FG-0002,1,INV-MODL-SFG-1385,1.0,Assembly 1,WC-015,27.0,262.0,2.0,
INV-STRC-FG-0002,1,SFG,INV-MODL-SFG-1385,INV-STRC-FG-0002,1,INV-MODL-SFG-1385,2.0,Welding 1,WC-005,19.0,143.0,3.0,1.0
INV-STRC-FG-0002,1,SFG,INV-MODL-SFG-1385,INV-STRC-FG-0002,1,INV-MODL-SFG-1385,3.0,Machining 1,WC-009,65.0,75.0,,2.0
INV-STRC-FG-0002,2,RM,INV-RM-RM-0007,INV-MODL-SFG-1385,1,,,,,,,,
INV-STRC-FG-0002,2,RM,INV-RM-RM-0035,INV-MODL-SFG-1385,4,,,,,,,,
INV-STRC-FG-0002,2,RM,INV-RM-RM-0057,INV-MODL-SFG-1385,3,,,,,,,,
INV-STRC-FG-0002,1,SFG,INV-STRC-SFG-0235,INV-STRC-FG-0002,3,INV-STRC-SFG-0235,1.0,Assembly 1,WC-015,19.0,198.0,2.0,
INV-STRC-FG-0002,1,SFG,INV-STRC-SFG-0235,INV-STRC-FG-0002,3,INV-STRC-SFG-0235,2.0,Welding 1,WC-003,10.0,264.0,3.0,1.0
INV-STRC-FG-0002,1,SFG,INV-STRC-SFG-0235,INV-STRC-FG-0002,3,INV-STRC-SFG-0235,3.0,Assembly 2,WC-013,13.0,141.0,4.0,2.0
INV-STRC-FG-0002,1,SFG,INV-STRC-SFG-0235,INV-STRC-FG-0002,3,INV-STRC-SFG-0235,4.0,Welding 2,WC-006,11.0,278.0,5.0,3.0
INV-STRC-FG-0002,1,SFG,INV-STRC-SFG-0235,INV-STRC-FG-0002,3,INV-STRC-SFG-0235,5.0,Machining 1,WC-009,45.0,110.0,,4.0
INV-STRC-FG-0002,2,RM,INV-RM-RM-0043,INV-STRC-SFG-0235,1,,,,,,,,
INV-STRC-FG-0002,2,RM,INV-RM-RM-0008,INV-STRC-SFG-0235,4,,,,,,,,
INV-STRC-FG-0002,2,RM,INV-RM-RM-0066,INV-STRC-SFG-0235,3,,,,,,,,
INV-STRC-FG-0002,2,RM,INV-RM-RM-0026,INV-STRC-SFG-0235,2,,,,,,,,
INV-STRC-FG-0002,2,RM,INV-RM-RM-0089,INV-STRC-SFG-0235,3,,,,,,,,
INV-STRC-FG-0002,1,SFG,INV-STRC-SFG-0131,INV-STRC-FG-0002,3,INV-STRC-SFG-0131,1.0,Assembly 1,WC-016,11.0,186.0,2.0,
INV-STRC-FG-0002,1,SFG,INV-STRC-SFG-0131,INV-STRC-FG-0002,3,INV-STRC-SFG-0131,2.0,Welding 1,WC-006,12.0,177.0,3.0,1.0
INV-STRC-FG-0002,1,SFG,INV-STRC-SFG-0131,INV-STRC-FG-0002,3,INV-STRC-SFG-0131,3.0,Machining 1,WC-012,34.0,63.0,,2.0
INV-STRC-FG-0002,2,RM,INV-RM-RM-0106,INV-STRC-SFG-0131,3,,,,,,,,
INV-STRC-FG-0002,2,RM,INV-RM-RM-0092,INV-STRC-SFG-0131,3,,,,,,,,
INV-STRC-FG-0002,2,RM,INV-RM-RM-0076,INV-STRC-SFG-0131,2,,,,,,,,
INV-STRC-FG-0002,2,RM,INV-RM-RM-0003,INV-STRC-SFG-0131,2,,,,,,,,
INV-STRC-FG-0002,1,SFG,INV-PLTE-SFG-0860,INV-STRC-FG-0002,3,INV-PLTE-SFG-0860,1.0,Assembly 1,WC-013,29.0,186.0,2.0,
INV-STRC-FG-0002,1,SFG,INV-PLTE-SFG-0860,INV-STRC-FG-0002,3,INV-PLTE-SFG-0860,2.0,Welding 1,WC-001,21.0,352.0,3.0,1.0
INV-STRC-FG-0002,1,SFG,INV-PLTE-SFG-0860,INV-STRC-FG-0002,3,INV-PLTE-SFG-0860,3.0,Assembly 2,WC-016,16.0,331.0,4.0,2.0
INV-STRC-FG-0002,1,SFG,INV-PLTE-SFG-0860,INV-STRC-FG-0002,3,INV-PLTE-SFG-0860,4.0,Welding 2,WC-005,27.0,168.0,,3.0
INV-STRC-FG-0002,2,RM,INV-RM-RM-0093,INV-PLTE-SFG-0860,2,,,,,,,,
INV-STRC-FG-0002,2,RM,INV-RM-RM-0045,INV-PLTE-SFG-0860,4,,,,,,,,
INV-STRC-FG-0002,2,RM,INV-RM-RM-0019,INV-PLTE-SFG-0860,4,,,,,,,,
INV-STRC-FG-0002,1,RM,INV-RM-RM-0115,INV-STRC-FG-0002,4,,,,,,,,
INV-STRC-FG-0002,1,RM,INV-RM-RM-0014,INV-STRC-FG-0002,3,,,,,,,,
INV-STRC-FG-0002,1,RM,INV-RM-RM-0032,INV-STRC-FG-0002,1,,,,,,,,
INV-STRC-FG-0003,0,FG,INV-STRC-FG-0003,,1,INV-STRC-FG-0003,1.0,Assembly 1,WC-015,12.0,235.0,2.0,
INV-STRC-FG-0003,0,FG,INV-STRC-FG-0003,,1,INV-STRC-FG-0003,2.0,Welding 1,WC-003,17.0,158.0,3.0,1.0
INV-STRC-FG-0003,0,FG,INV-STRC-FG-0003,,1,INV-STRC-FG-0003,3.0,Assembly 2,WC-014,13.0,207.0,4.0,2.0
INV-STRC-FG-0003,0,FG,INV-STRC-FG-0003,,1,INV-STRC-FG-0003,4.0,Welding 2,WC-001,15.0,355.0,5.0,3.0
INV-STRC-FG-0003,0,FG,INV-STRC-FG-0003,,1,INV-STRC-FG-0003,5.0,Machining 1,WC-011,65.0,90.0,6.0,4.0
INV-STRC-FG-0003,0,FG,INV-STRC-FG-0003,,1,INV-STRC-FG-0003,6.0,Painting 1,WC-018,28.0,87.0,7.0,5.0
INV-STRC-FG-0003,0,FG,INV-STRC-FG-0003,,1,INV-STRC-FG-0003,7.0,Packaging 1,WC-030,0.0,30.0,,6.0
INV-STRC-FG-0003,1,SFG,INV-STRC-SFG-0219,INV-STRC-FG-0003,3,INV-STRC-SFG-0219,1.0,Assembly 1,WC-014,13.0,129.0,2.0,
INV-STRC-FG-0003,1,SFG,INV-STRC-SFG-0219,INV-STRC-FG-0003,3,INV-STRC-SFG-0219,2.0,Welding 1,WC-003,23.0,167.0,3.0,1.0
INV-STRC-FG-0003,1,SFG,INV-STRC-SFG-0219,INV-STRC-FG-0003,3,INV-STRC-SFG-0219,3.0,Assembly 2,WC-014,30.0,324.0,4.0,2.0
INV-STRC-FG-0003,1,SFG,INV-STRC-SFG-0219,INV-STRC-FG-0003,3,INV-STRC-SFG-0219,4.0,Welding 2,WC-006,18.0,201.0,,3.0
INV-STRC-FG-0003,2,RM,INV-RM-RM-0090,INV-STRC-SFG-0219,2,,,,,,,,
INV-STRC-FG-0003,2,RM,INV-RM-RM-0028,INV-STRC-SFG-0219,3,,,,,,,,
INV-STRC-FG-0003,2,RM,INV-RM-RM-0072,INV-STRC-SFG-0219,1,,,,,,,,
INV-STRC-FG-0003,2,RM,INV-RM-RM-0021,INV-STRC-SFG-0219,1,,,,,,,,
INV-STRC-FG-0003,1,SFG,INV-PLTE-SFG-0915,INV-STRC-FG-0003,2,INV-PLTE-SFG-0915,1.0,Assembly 1,WC-013,26.0,134.0,2.0,
INV-STRC-FG-0003,1,SFG,INV-PLTE-SFG-0915,INV-STRC-FG-0003,2,INV-PLTE-SFG-0915,2.0,Welding 1,WC-005,15.0,157.0,3.0,1.0
INV-STRC-FG-0003,1,SFG,INV-PLTE-SFG-0915,INV-STRC-FG-0003,2,INV-PLTE-SFG-0915,3.0,Assembly 2,WC-016,30.0,124.0,4.0,2.0
INV-STRC-FG-0003,1,SFG,INV-PLTE-SFG-0915,INV-STRC-FG-0003,2,INV-PLTE-SFG-0915,4.0,Welding 2,WC-002,16.0,225.0,5.0,3.0
INV-STRC-FG-0003,1,SFG,INV-PLTE-SFG-0915,INV-STRC-FG-0003,2,INV-PLTE-SFG-0915,5.0,Machining 1,WC-011,69.0,106.0,,4.0
INV-STRC-FG-0003,2,RM,INV-RM-RM-0126,INV-PLTE-SFG-0915,1,,,,,,,,
INV-STRC-FG-0003,2,RM,INV-RM-RM-0094,INV-PLTE-SFG-0915,3,,,,,,,,
INV-STRC-FG-0003,2,RM,INV-RM-RM-0073,INV-PLTE-SFG-0915,2,,,,,,,,
INV-STRC-FG-0003,2,RM,INV-RM-RM-0027,INV-PLTE-SFG-0915,1,,,,,,,,
INV-STRC-FG-0003,1,SFG,INV-PLTE-SFG-0827,INV-STRC-FG-0003,1,INV-PLTE-SFG-0827,1.0,Assembly 1,WC-016,30.0,342.0,2.0,
INV-STRC-FG-0003,1,SFG,INV-PLTE-SFG-0827,INV-STRC-FG-0003,1,INV-PLTE-SFG-0827,2.0,Welding 1,WC-005,19.0,161.0,3.0,1.0
INV-STRC-FG-0003,1,SFG,INV-PLTE-SFG-0827,INV-STRC-FG-0003,1,INV-PLTE-SFG-0827,3.0,Machining 1,WC-010,65.0,65.0,,2.0
INV-STRC-FG-0003,2,RM,INV-RM-RM-0042,INV-PLTE-SFG-0827,2,,,,,,,,
INV-STRC-FG-0003,2,RM,INV-RM-RM-0098,INV-PLTE-SFG-0827,1,,,,,,,,
INV-STRC-FG-0003,2,RM,INV-RM-RM-0060,INV-PLTE-SFG-0827,4,,,,,,,,
INV-STRC-FG-0003,1,SFG,INV-STRC-SFG-0296,INV-STRC-FG-0003,1,INV-STRC-SFG-0296,1.0,Assembly 1,WC-016,20.0,328.0,2.0,
INV-STRC-FG-0003,1,SFG,INV-STRC-SFG-0296,INV-STRC-FG-0003,1,INV-STRC-SFG-0296,2.0,Welding 1,WC-006,29.0,128.0,3.0,1.0
INV-STRC-FG-0003,1,SFG,INV-STRC-SFG-0296,INV-STRC-FG-0003,1,INV-STRC-SFG-0296,3.0,Assembly 2,WC-013,28.0,277.0,4.0,2.0
INV-STRC-FG-0003,1,SFG,INV-STRC-SFG-0296,INV-STRC-FG-0003,1,INV-STRC-SFG-0296,4.0,Welding 2,WC-005,18.0,232.0,5.0,3.0
INV-STRC-FG-0003,1,SFG,INV-STRC-SFG-0296,INV-STRC-FG-0003,1,INV-STRC-SFG-0296,5.0,Machining 1,WC-009,42.0,76.0,,4.0
INV-STRC-FG-0003,2,RM,INV-RM-RM-0045,INV-STRC-SFG-0296,3,,,,,,,,
INV-STRC-FG-0003,2,RM,INV-RM-RM-0064,INV-STRC-SFG-0296,4,,,,,,,,
INV-STRC-FG-0003,2,RM,INV-RM-RM-0058,INV-STRC-SFG-0296,3,,,,,,,,
INV-STRC-FG-0003,1,SFG,INV-MODL-SFG-1273,INV-STRC-FG-0003,2,INV-MODL-SFG-1273,1.0,Assembly 1,WC-016,17.0,319.0,2.0,
INV-STRC-FG-0003,1,SFG,INV-MODL-SFG-1273,INV-STRC-FG-0003,2,INV-MODL-SFG-1273,2.0,Welding 1,WC-001,26.0,194.0,3.0,1.0
INV-STRC-FG-0003,1,SFG,INV-MODL-SFG-1273,INV-STRC-FG-0003,2,INV-MODL-SFG-1273,3.0,Assembly 2,WC-013,27.0,309.0,4.0,2.0
INV-STRC-FG-0003,1,SFG,INV-MODL-SFG-1273,INV-STRC-FG-0003,2,INV-MODL-SFG-1273,4.0,Welding 2,WC-005,12.0,324.0,5.0,3.0
INV-STRC-FG-0003,1,SFG,INV-MODL-SFG-1273,INV-STRC-FG-0003,2,INV-MODL-SFG-1273,5.0,Machining 1,WC-008,30.0,62.0,,4.0
INV-STRC-FG-0003,2,RM,INV-RM-RM-0108,INV-MODL-SFG-1273,2,,,,,,,,
INV-STRC-FG-0003,2,RM,INV-RM-RM-0072,INV-MODL-SFG-1273,1,,,,,,,,
INV-STRC-FG-0003,2,RM,INV-RM-RM-0057,INV-MODL-SFG-1273,1,,,,,,,,
INV-STRC-FG-0003,2,RM,INV-RM-RM-0052,INV-MODL-SFG-1273,2,,,,,,,,
INV-STRC-FG-0003,1,RM,INV-RM-RM-0070,INV-STRC-FG-0003,1,,,,,,,,
INV-STRC-FG-0003,1,RM,INV-RM-RM-0003,INV-STRC-FG-0003,4,,,,,,,,
INV-STRC-FG-0004,0,FG,INV-STRC-FG-0004,,1,INV-STRC-FG-0004,1.0,Assembly 1,WC-015,20.0,164.0,2.0,
INV-STRC-FG-0004,0,FG,INV-STRC-FG-0004,,1,INV-STRC-FG-0004,2.0,Welding 1,WC-003,12.0,292.0,3.0,1.0
INV-STRC-FG-0004,0,FG,INV-STRC-FG-0004,,1,INV-STRC-FG-0004,3.0,Assembly 2,WC-014,24.0,248.0,4.0,2.0
INV-STRC-FG-0004,0,FG,INV-STRC-FG-0004,,1,INV-STRC-FG-0004,4.0,Welding 2,WC-001,21.0,280.0,5.0,3.0
INV-STRC-FG-0004,0,FG,INV-STRC-FG-0004,,1,INV-STRC-FG-0004,5.0,Assembly 3,WC-015,24.0,278.0,6.0,4.0
INV-STRC-FG-0004,0,FG,INV-STRC-FG-0004,,1,INV-STRC-FG-0004,6.0,Welding 3,WC-005,12.0,141.0,7.0,5.0
INV-STRC-FG-0004,0,FG,INV-STRC-FG-0004,,1,INV-STRC-FG-0004,7.0,Assembly 4,WC-013,12.0,262.0,8.0,6.0
INV-STRC-FG-0004,0,FG,INV-STRC-FG-0004,,1,INV-STRC-FG-0004,8.0,Welding 4,WC-005,27.0,213.0,9.0,7.0
INV-STRC-FG-0004,0,FG,INV-STRC-FG-0004,,1,INV-STRC-FG-0004,9.0,Painting 1,WC-019,15.0,149.0,10.0,8.0
INV-STRC-FG-0004,0,FG,INV-STRC-FG-0004,,1,INV-STRC-FG-0004,10.0,Packaging 1,WC-030,0.0,30.0,,9.0
INV-STRC-FG-0004,1,SFG,INV-PLTE-SFG-1000,INV-STRC-FG-0004,2,INV-PLTE-SFG-1000,1.0,Assembly 1,WC-013,19.0,266.0,2.0,
INV-STRC-FG-0004,1,SFG,INV-PLTE-SFG-1000,INV-STRC-FG-0004,2,INV-PLTE-SFG-1000,2.0,Welding 1,WC-004,13.0,179.0,3.0,1.0
INV-STRC-FG-0004,1,SFG,INV-PLTE-SFG-1000,INV-STRC-FG-0004,2,INV-PLTE-SFG-1000,3.0,Assembly 2,WC-014,11.0,360.0,4.0,2.0
INV-STRC-FG-0004,1,SFG,INV-PLTE-SFG-1000,INV-STRC-FG-0004,2,INV-PLTE-SFG-1000,4.0,Welding 2,WC-005,21.0,341.0,5.0,3.0
INV-STRC-FG-0004,1,SFG,INV-PLTE-SFG-1000,INV-STRC-FG-0004,2,INV-PLTE-SFG-1000,5.0,Machining 1,WC-008,64.0,114.0,,4.0
INV-STRC-FG-0004,2,RM,INV-RM-RM-0049,INV-PLTE-SFG-1000,1,,,,,,,,
INV-STRC-FG-0004,2,RM,INV-RM-RM-0080,INV-PLTE-SFG-1000,4,,,,,,,,
INV-STRC-FG-0004,2,RM,INV-RM-RM-0054,INV-PLTE-SFG-1000,3,,,,,,,,
INV-STRC-FG-0004,2,RM,INV-RM-RM-0028,INV-PLTE-SFG-1000,3,,,,,,,,
INV-STRC-FG-0004,2,RM,INV-RM-RM-0002,INV-PLTE-SFG-1000,2,,,,,,,,
INV-STRC-FG-0004,1,SFG,INV-STRC-SFG-0143,INV-STRC-FG-0004,2,INV-STRC-SFG-0143,1.0,Assembly 1,WC-013,12.0,149.0,2.0,
INV-STRC-FG-0004,1,SFG,INV-STRC-SFG-0143,INV-STRC-FG-0004,2,INV-STRC-SFG-0143,2.0,Welding 1,WC-004,30.0,254.0,3.0,1.0
INV-STRC-FG-0004,1,SFG,INV-STRC-SFG-0143,INV-STRC-FG-0004,2,INV-STRC-SFG-0143,3.0,Machining 1,WC-012,41.0,66.0,,2.0
INV-STRC-FG-0004,2,RM,INV-RM-RM-0057,INV-STRC-SFG-0143,3,,,,,,,,
INV-STRC-FG-0004,2,RM,INV-RM-RM-0112,INV-STRC-SFG-0143,3,,,,,,,,
INV-STRC-FG-0004,2,RM,INV-RM-RM-0005,INV-STRC-SFG-0143,2,,,,,,,,
INV-STRC-FG-0004,1,SFG,INV-MODL-SFG-1414,INV-STRC-FG-0004,2,INV-MODL-SFG-1414,1.0,Assembly 1,WC-013,14.0,300.0,2.0,
INV-STRC-FG-0004,1,SFG,INV-MODL-SFG-1414,INV-STRC-FG-0004,2,INV-MODL-SFG-1414,2.0,Welding 1,WC-003,13.0,306.0,,1.0
INV-STRC-FG-0004,2,RM,INV-RM-RM-0018,INV-MODL-SFG-1414,3,,,,,,,,
INV-STRC-FG-0004,2,RM,INV-RM-RM-0051,INV-MODL-SFG-1414,1,,,,,,,,
INV-STRC-FG-0004,2,RM,INV-RM-RM-0070,INV-MODL-SFG-1414,4,,,,,,,,
INV-STRC-FG-0004,1,SFG,INV-BEAM-SFG-0710,INV-STRC-FG-0004,3,INV-BEAM-SFG-0710,1.0,Assembly 1,WC-015,21.0,300.0,2.0,
INV-STRC-FG-0004,1,SFG,INV-BEAM-SFG-0710,INV-STRC-FG-0004,3,INV-BEAM-SFG-0710,2.0,Welding 1,WC-001,19.0,219.0,3.0,1.0
INV-STRC-FG-0004,1,SFG,INV-BEAM-SFG-0710,INV-STRC-FG-0004,3,INV-BEAM-SFG-0710,3.0,Assembly 2,WC-013,28.0,164.0,4.0,2.0
INV-STRC-FG-0004,1,SFG,INV-BEAM-SFG-0710,INV-STRC-FG-0004,3,INV-BEAM-SFG-0710,4.0,Welding 2,WC-003,11.0,312.0,5.0,3.0
INV-STRC-FG-0004,1,SFG,INV-BEAM-SFG-0710,INV-STRC-FG-0004,3,INV-BEAM-SFG-0710,5.0,Machining 1,WC-008,73.0,100.0,,4.0
INV-STRC-FG-0004,2,RM,INV-RM-RM-0016,INV-BEAM-SFG-0710,1,,,,,,,,
INV-STRC-FG-0004,2,RM,INV-RM-RM-0034,INV-BEAM-SFG-0710,3,,,,,,,,
INV-STRC-FG-0004,2,RM,INV-RM-RM-0064,INV-BEAM-SFG-0710,2,,,,,,,,
INV-STRC-FG-0004,2,RM,INV-RM-RM-0118,INV-BEAM-SFG-0710,1,,,,,,,,
INV-STRC-FG-0004,2,RM,INV-RM-RM-0104,INV-BEAM-SFG-0710,1,,,,,,,,
INV-STRC-FG-0004,1,SFG,INV-MODL-SFG-1292,INV-STRC-FG-0004,2,INV-MODL-SFG-1292,1.0,Assembly 1,WC-015,28.0,122.0,2.0,
INV-STRC-FG-0004,1,SFG,INV-MODL-SFG-1292,INV-STRC-FG-0004,2,INV-MODL-SFG-1292,2.0,Welding 1,WC-006,24.0,185.0,3.0,1.0
INV-STRC-FG-0004,1,SFG,INV-MODL-SFG-1292,INV-STRC-FG-0004,2,INV-MODL-SFG-1292,3.0,Assembly 2,WC-014,21.0,270.0,4.0,2.0
INV-STRC-FG-0004,1,SFG,INV-MODL-SFG-1292,INV-STRC-FG-0004,2,INV-MODL-SFG-1292,4.0,Welding 2,WC-003,29.0,274.0,5.0,3.0
INV-STRC-FG-0004,1,SFG,INV-MODL-SFG-1292,INV-STRC-FG-0004,2,INV-MODL-SFG-1292,5.0,Machining 1,WC-012,52.0,80.0,,4.0
INV-STRC-FG-0004,2,RM,INV-RM-RM-0087,INV-MODL-SFG-1292,1,,,,,,,,
INV-STRC-FG-0004,2,RM,INV-RM-RM-0071,INV-MODL-SFG-1292,4,,,,,,,,
INV-STRC-FG-0004,2,RM,INV-RM-RM-0003,INV-MODL-SFG-1292,1,,,,,,,,
INV-STRC-FG-0004,1,RM,INV-RM-RM-0118,INV-STRC-FG-0004,1,,,,,,,,
INV-STRC-FG-0004,1,RM,INV-RM-RM-0094,INV-STRC-FG-0004,2,,,,,,,,
INV-STRC-FG-0004,1,RM,INV-RM-RM-0055,INV-STRC-FG-0004,4,,,,,,,,
