Main_Parent_ID,Level,Type,ItemID,Direct_Parent_ID,Quantity
INV-STRC-FG-0002,2,RM,INV-RM-RM-0093,INV-PLTE-SFG-0860,2
INV-STRC-FG-0002,2,RM,INV-RM-RM-0045,INV-PLTE-SFG-0860,4
INV-STRC-FG-0002,2,RM,INV-RM-RM-0019,INV-PLTE-SFG-0860,4
INV-STRC-FG-0002,1,RM,INV-RM-RM-0115,INV-STRC-FG-0002,4
INV-STRC-FG-0002,1,RM,INV-RM-RM-0014,INV-STRC-FG-0002,3
INV-STRC-FG-0002,1,RM,INV-RM-RM-0032,INV-STRC-FG-0002,1
INV-STRC-FG-0003,0,FG,INV-STRC-FG-0003,,1
INV-STRC-FG-0003,1,SFG,INV-STRC-SFG-0219,INV-STRC-FG-0003,3
INV-STRC-FG-0003,2,RM,INV-RM-RM-0090,INV-STRC-SFG-0219,2
INV-STRC-FG-0003,2,RM,INV-RM-RM-0028,INV-STRC-SFG-0219,3
INV-STRC-FG-0003,2,RM,INV-RM-RM-0072,INV-STRC-SFG-0219,1
INV-STRC-FG-0003,2,RM,INV-RM-RM-0021,INV-STRC-SFG-0219,1
INV-STRC-FG-0003,1,SFG,INV-PLTE-SFG-0915,INV-STRC-FG-0003,2
INV-STRC-FG-0003,2,RM,INV-RM-RM-0126,INV-PLTE-SFG-0915,1
INV-STRC-FG-0003,2,RM,INV-RM-RM-0094,INV-PLTE-SFG-0915,3
INV-STRC-FG-0003,2,RM,INV-RM-RM-0073,INV-PLTE-SFG-0915,2
INV-STRC-FG-0003,2,RM,INV-RM-RM-0027,INV-PLTE-SFG-0915,1
INV-STRC-FG-0003,1,SFG,INV-PLTE-SFG-0827,INV-STRC-FG-0003,1
INV-STRC-FG-0003,2,RM,INV-RM-RM-0042,INV-PLTE-SFG-0827,2
INV-STRC-FG-0003,2,RM,INV-RM-RM-0098,INV-PLTE-SFG-0827,1
INV-STRC-FG-0003,2,RM,INV-RM-RM-0060,INV-PLTE-SFG-0827,4
INV-STRC-FG-0003,1,SFG,INV-STRC-SFG-0296,INV-STRC-FG-0003,1
INV-STRC-FG-0003,2,RM,INV-RM-RM-0045,INV-STRC-SFG-0296,3
INV-STRC-FG-0003,2,RM,INV-RM-RM-0064,INV-STRC-SFG-0296,4
INV-STRC-FG-0003,2,RM,INV-RM-RM-0058,INV-STRC-SFG-0296,3
INV-STRC-FG-0003,1,SFG,INV-MODL-SFG-1273,INV-STRC-FG-0003,2
INV-STRC-FG-0003,2,RM,INV-RM-RM-0108,INV-MODL-SFG-1273,2
INV-STRC-FG-0003,2,RM,INV-RM-RM-0072,INV-MODL-SFG-1273,1
INV-STRC-FG-0003,2,RM,INV-RM-RM-0057,INV-MODL-SFG-1273,1
INV-STRC-FG-0003,2,RM,INV-RM-RM-0052,INV-MODL-SFG-1273,2
INV-STRC-FG-0003,1,RM,INV-RM-RM-0070,INV-STRC-FG-0003,1
INV-STRC-FG-0003,1,RM,INV-RM-RM-0003,INV-STRC-FG-0003,4
INV-STRC-FG-0004,0,FG,INV-STRC-FG-0004,,1
INV-STRC-FG-0004,1,SFG,INV-PLTE-SFG-1000,INV-STRC-FG-0004,2
INV-STRC-FG-0004,2,RM,INV-RM-RM-0049,INV-PLTE-SFG-1000,1
INV-STRC-FG-0004,2,RM,INV-RM-RM-0080,INV-PLTE-SFG-1000,4
INV-STRC-FG-0004,2,RM,INV-RM-RM-0054,INV-PLTE-SFG-1000,3
INV-STRC-FG-0004,2,RM,INV-RM-RM-0028,INV-PLTE-SFG-1000,3
INV-STRC-FG-0004,2,RM,INV-RM-RM-0002,INV-PLTE-SFG-1000,2
INV-STRC-FG-0004,1,SFG,INV-STRC-SFG-0143,INV-STRC-FG-0004,2
INV-STRC-FG-0004,2,RM,INV-RM-RM-0057,INV-STRC-SFG-0143,3
INV-STRC-FG-0004,2,RM,INV-RM-RM-0112,INV-STRC-SFG-0143,3
INV-STRC-FG-0004,2,RM,INV-RM-RM-0005,INV-STRC-SFG-0143,2
INV-STRC-FG-0004,1,SFG,INV-MODL-SFG-1414,INV-STRC-FG-0004,2
INV-STRC-FG-0004,2,RM,INV-RM-RM-0018,INV-MODL-SFG-1414,3
INV-STRC-FG-0004,2,RM,INV-RM-RM-0051,INV-MODL-SFG-1414,1
INV-STRC-FG-0004,2,RM,INV-RM-RM-0070,INV-MODL-SFG-1414,4
INV-STRC-FG-0004,1,SFG,INV-BEAM-SFG-0710,INV-STRC-FG-0004,3
INV-STRC-FG-0004,2,RM,INV-RM-RM-0016,INV-BEAM-SFG-0710,1
INV-STRC-FG-0004,2,RM,INV-RM-RM-0034,INV-BEAM-SFG-0710,3
INV-STRC-FG-0004,2,RM,INV-RM-RM-0064,INV-BEAM-SFG-0710,2
INV-STRC-FG-0004,2,RM,INV-RM-RM-0118,INV-BEAM-SFG-0710,1
INV-STRC-FG-0004,2,RM,INV-RM-RM-0104,INV-BEAM-SFG-0710,1
INV-STRC-FG-0004,1,SFG,INV-MODL-SFG-1292,INV-STRC-FG-0004,2
INV-STRC-FG-0004,2,RM,INV-RM-RM-0087,INV-MODL-SFG-1292,1
INV-STRC-FG-0004,2,RM,INV-RM-RM-0071,INV-MODL-SFG-1292,4
INV-STRC-FG-0004,2,RM,INV-RM-RM-0003,INV-MODL-SFG-1292,1
INV-STRC-FG-0004,1,RM,INV-RM-RM-0118,INV-STRC-FG-0004,1
INV-STRC-FG-0004,1,RM,INV-RM-RM-0094,INV-STRC-FG-0004,2
INV-STRC-FG-0004,1,RM,INV-RM-RM-0055,INV-STRC-FG-0004,4
INV-STRC-FG-0005,0,FG,INV-STRC-FG-0005,,1
INV-STRC-FG-0005,1,SFG,INV-STRC-SFG-0175,INV-STRC-FG-0005,3
INV-STRC-FG-0005,2,RM,INV-RM-RM-0023,INV-STRC-SFG-0175,3
INV-STRC-FG-0005,2,RM,INV-RM-RM-0121,INV-STRC-SFG-0175,2
INV-STRC-FG-0005,2,RM,INV-RM-RM-0094,INV-STRC-SFG-0175,3
INV-STRC-FG-0005,1,SFG,INV-PLTE-SFG-0960,INV-STRC-FG-0005,3
INV-STRC-FG-0005,2,RM,INV-RM-RM-0084,INV-PLTE-SFG-0960,3
INV-STRC-FG-0005,2,RM,INV-RM-RM-0056,INV-PLTE-SFG-0960,1
INV-STRC-FG-0005,2,RM,INV-RM-RM-0092,INV-PLTE-SFG-0960,3
INV-STRC-FG-0005,1,SFG,INV-STRC-SFG-0301,INV-STRC-FG-0005,4
INV-STRC-FG-0005,2,RM,INV-RM-RM-0073,INV-STRC-SFG-0301,4
INV-STRC-FG-0005,2,RM,INV-RM-RM-0075,INV-STRC-SFG-0301,2
INV-STRC-FG-0005,2,RM,INV-RM-RM-0083,INV-STRC-SFG-0301,3
INV-STRC-FG-0005,2,RM,INV-RM-RM-0017,INV-STRC-SFG-0301,3
INV-STRC-FG-0005,2,RM,INV-RM-RM-0038,INV-STRC-SFG-0301,2
INV-STRC-FG-0005,2,RM,INV-RM-RM-0036,INV-STRC-SFG-0301,3
INV-STRC-FG-0005,1,RM,INV-RM-RM-0039,INV-STRC-FG-0005,4
INV-STRC-FG-0005,1,RM,INV-RM-RM-0054,INV-STRC-FG-0005,4
INV-STRC-FG-0005,1,RM,INV-RM-RM-0048,INV-STRC-FG-0005,1
INV-STRC-FG-0006,0,FG,INV-STRC-FG-0006,,1
INV-STRC-FG-0006,1,SFG,INV-PLTE-SFG-1065,INV-STRC-FG-0006,3
INV-STRC-FG-0006,2,RM,INV-RM-RM-0103,INV-PLTE-SFG-1065,4
INV-STRC-FG-0006,2,RM,INV-RM-RM-0044,INV-PLTE-SFG-1065,1
INV-STRC-FG-0006,2,RM,INV-RM-RM-0054,INV-PLTE-SFG-1065,1
INV-STRC-FG-0006,2,RM,INV-RM-RM-0024,INV-PLTE-SFG-1065,2
INV-STRC-FG-0006,1,SFG,INV-BEAM-SFG-0813,INV-STRC-FG-0006,3
INV-STRC-FG-0006,2,RM,INV-RM-RM-0007,INV-BEAM-SFG-0813,3
INV-STRC-FG-0006,2,RM,INV-RM-RM-0124,INV-BEAM-SFG-0813,3
INV-STRC-FG-0006,2,RM,INV-RM-RM-0055,INV-BEAM-SFG-0813,4
INV-STRC-FG-0006,2,RM,INV-RM-RM-0064,INV-BEAM-SFG-0813,4
INV-STRC-FG-0006,2,RM,INV-RM-RM-0111,INV-BEAM-SFG-0813,3
INV-STRC-FG-0006,2,RM,INV-RM-RM-0040,INV-BEAM-SFG-0813,2
INV-STRC-FG-0006,1,SFG,INV-MODL-SFG-1360,INV-STRC-FG-0006,3
INV-STRC-FG-0006,2,RM,INV-RM-RM-0051,INV-MODL-SFG-1360,4
INV-STRC-FG-0006,2,RM,INV-RM-RM-0001,INV-MODL-SFG-1360,3
INV-STRC-FG-0006,2,RM,INV-RM-RM-0024,INV-MODL-SFG-1360,3
INV-STRC-FG-0006,2,RM,INV-RM-RM-0114,INV-MODL-SFG-1360,2
INV-STRC-FG-0006,2,RM,INV-RM-RM-0056,INV-MODL-SFG-1360,3
INV-STRC-FG-0006,1,SFG,INV-PLTE-SFG-0835,INV-STRC-FG-0006,4
INV-STRC-FG-0006,2,RM,INV-RM-RM-0083,INV-PLTE-SFG-0835,3
INV-STRC-FG-0006,2,RM,INV-RM-RM-0098,INV-PLTE-SFG-0835,1
INV-STRC-FG-0006,2,RM,INV-RM-RM-0092,INV-PLTE-SFG-0835,4
INV-STRC-FG-0006,2,RM,INV-RM-RM-0110,INV-PLTE-SFG-0835,3
INV-STRC-FG-0006,2,RM,INV-RM-RM-0078,INV-PLTE-SFG-0835,1
INV-STRC-FG-0006,1,SFG,INV-PLTE-SFG-0932,INV-STRC-FG-0006,1
INV-STRC-FG-0006,2,RM,INV-RM-RM-0125,INV-PLTE-SFG-0932,2
INV-STRC-FG-0006,2,RM,INV-RM-RM-0114,INV-PLTE-SFG-0932,2
INV-STRC-FG-0006,2,RM,INV-RM-RM-0048,INV-PLTE-SFG-0932,4
INV-STRC-FG-0006,2,RM,INV-RM-RM-0072,INV-PLTE-SFG-0932,1
INV-STRC-FG-0006,1,SFG,INV-STRC-SFG-0138,INV-STRC-FG-0006,2
INV-STRC-FG-0006,2,RM,INV-RM-RM-0077,INV-STRC-SFG-0138,4
INV-STRC-FG-0006,2,RM,INV-RM-RM-0063,INV-STRC-SFG-0138,4
INV-STRC-FG-0006,2,RM,INV-RM-RM-0006,INV-STRC-SFG-0138,3
INV-STRC-FG-0006,1,RM,INV-RM-RM-0051,INV-STRC-FG-0006,3
INV-STRC-FG-0006,1,RM,INV-RM-RM-0060,INV-STRC-FG-0006,3
INV-STRC-FG-0006,1,RM,INV-RM-RM-0024,INV-STRC-FG-0006,4
INV-STRC-FG-0006,1,RM,INV-RM-RM-0095,INV-STRC-FG-0006,1
INV-STRC-FG-0007,0,FG,INV-STRC-FG-0007,,1
INV-STRC-FG-0007,1,SFG,INV-STRC-SFG-0167,INV-STRC-FG-0007,3
INV-STRC-FG-0007,2,RM,INV-RM-RM-0058,INV-STRC-SFG-0167,4
INV-STRC-FG-0007,2,RM,INV-RM-RM-0021,INV-STRC-SFG-0167,2
INV-STRC-FG-0007,2,RM,INV-RM-RM-0081,INV-STRC-SFG-0167,4
INV-STRC-FG-0007,1,SFG,INV-MODL-SFG-1404,INV-STRC-FG-0007,1
INV-STRC-FG-0007,2,RM,INV-RM-RM-0077,INV-MODL-SFG-1404,1
INV-STRC-FG-0007,2,RM,INV-RM-RM-0126,INV-MODL-SFG-1404,1
INV-STRC-FG-0007,2,RM,INV-RM-RM-0031,INV-MODL-SFG-1404,1
INV-STRC-FG-0007,1,SFG,INV-MODL-SFG-1326,INV-STRC-FG-0007,1
INV-STRC-FG-0007,2,RM,INV-RM-RM-0082,INV-MODL-SFG-1326,4
INV-STRC-FG-0007,2,RM,INV-RM-RM-0053,INV-MODL-SFG-1326,3
INV-STRC-FG-0007,2,RM,INV-RM-RM-0021,INV-MODL-SFG-1326,1
INV-STRC-FG-0007,2,RM,INV-RM-RM-0042,INV-MODL-SFG-1326,2
INV-STRC-FG-0007,1,SFG,INV-PLTE-SFG-1104,INV-STRC-FG-0007,2
INV-STRC-FG-0007,2,RM,INV-RM-RM-0083,INV-PLTE-SFG-1104,4
INV-STRC-FG-0007,2,RM,INV-RM-RM-0098,INV-PLTE-SFG-1104,1
INV-STRC-FG-0007,2,RM,INV-RM-RM-0077,INV-PLTE-SFG-1104,3
INV-STRC-FG-0007,1,SFG,INV-PLTE-SFG-0949,INV-STRC-FG-0007,2
INV-STRC-FG-0007,2,RM,INV-RM-RM-0021,INV-PLTE-SFG-0949,1
INV-STRC-FG-0007,2,RM,INV-RM-RM-0086,INV-PLTE-SFG-0949,3
INV-STRC-FG-0007,2,RM,INV-RM-RM-0002,INV-PLTE-SFG-0949,4
INV-STRC-FG-0007,2,RM,INV-RM-RM-0125,INV-PLTE-SFG-0949,1
INV-STRC-FG-0007,1,SFG,INV-BEAM-SFG-0769,INV-STRC-FG-0007,1
INV-STRC-FG-0007,2,RM,INV-RM-RM-0115,INV-BEAM-SFG-0769,4
INV-STRC-FG-0007,2,RM,INV-RM-RM-0066,INV-BEAM-SFG-0769,2
INV-STRC-FG-0007,2,RM,INV-RM-RM-0125,INV-BEAM-SFG-0769,1
INV-STRC-FG-0007,1,RM,INV-RM-RM-0043,INV-STRC-FG-0007,3
INV-STRC-FG-0007,1,RM,INV-RM-RM-0016,INV-STRC-FG-0007,1
INV-STRC-FG-0007,1,RM,INV-RM-RM-0078,INV-STRC-FG-0007,2
INV-STRC-FG-0007,1,RM,INV-RM-RM-0102,INV-STRC-FG-0007,3
INV-STRC-FG-0008,0,FG,INV-STRC-FG-0008,,1
INV-STRC-FG-0008,1,SFG,INV-MODL-SFG-1347,INV-STRC-FG-0008,3
INV-STRC-FG-0008,2,RM,INV-RM-RM-0002,INV-MODL-SFG-1347,4
INV-STRC-FG-0008,2,RM,INV-RM-RM-0107,INV-MODL-SFG-1347,3
INV-STRC-FG-0008,2,RM,INV-RM-RM-0011,INV-MODL-SFG-1347,1
INV-STRC-FG-0008,2,RM,INV-RM-RM-0074,INV-MODL-SFG-1347,1
INV-STRC-FG-0008,2,RM,INV-RM-RM-0075,INV-MODL-SFG-1347,2
INV-STRC-FG-0008,1,SFG,INV-BEAM-SFG-0733,INV-STRC-FG-0008,1
INV-STRC-FG-0008,2,RM,INV-RM-RM-0120,INV-BEAM-SFG-0733,2
INV-STRC-FG-0008,2,RM,INV-RM-RM-0083,INV-BEAM-SFG-0733,4
INV-STRC-FG-0008,2,RM,INV-RM-RM-0041,INV-BEAM-SFG-0733,2
INV-STRC-FG-0008,2,RM,INV-RM-RM-0099,INV-BEAM-SFG-0733,4
INV-STRC-FG-0008,1,SFG,INV-STRC-SFG-0302,INV-STRC-FG-0008,4
INV-STRC-FG-0008,2,RM,INV-RM-RM-0091,INV-STRC-SFG-0302,4
INV-STRC-FG-0008,2,RM,INV-RM-RM-0075,INV-STRC-SFG-0302,1
INV-STRC-FG-0008,2,RM,INV-RM-RM-0051,INV-STRC-SFG-0302,3
INV-STRC-FG-0008,2,RM,INV-RM-RM-0030,INV-STRC-SFG-0302,1
INV-STRC-FG-0008,2,RM,INV-RM-RM-0016,INV-STRC-SFG-0302,1
INV-STRC-FG-0008,2,RM,INV-RM-RM-0111,INV-STRC-SFG-0302,2
INV-STRC-FG-0008,1,RM,INV-RM-RM-0096,INV-STRC-FG-0008,2
INV-STRC-FG-0008,1,RM,INV-RM-RM-0003,INV-STRC-FG-0008,1
INV-STRC-FG-0008,1,RM,INV-RM-RM-0098,INV-STRC-FG-0008,2
INV-STRC-FG-0008,1,RM,INV-RM-RM-0125,INV-STRC-FG-0008,2
INV-STRC-FG-0009,0,FG,INV-STRC-FG-0009,,1
INV-STRC-FG-0009,1,SFG,INV-MODL-SFG-1377,INV-STRC-FG-0009,4
INV-STRC-FG-0009,2,RM,INV-RM-RM-0125,INV-MODL-SFG-1377,3
INV-STRC-FG-0009,2,RM,INV-RM-RM-0097,INV-MODL-SFG-1377,4
INV-STRC-FG-0009,2,RM,INV-RM-RM-0026,INV-MODL-SFG-1377,2
INV-STRC-FG-0009,1,SFG,INV-MODL-SFG-1474,INV-STRC-FG-0009,4
INV-STRC-FG-0009,2,RM,INV-RM-RM-0126,INV-MODL-SFG-1474,2
INV-STRC-FG-0009,2,RM,INV-RM-RM-0032,INV-MODL-SFG-1474,3
INV-STRC-FG-0009,2,RM,INV-RM-RM-0021,INV-MODL-SFG-1474,2
INV-STRC-FG-0009,2,RM,INV-RM-RM-0115,INV-MODL-SFG-1474,4
INV-STRC-FG-0009,2,RM,INV-RM-RM-0072,INV-MODL-SFG-1474,1
INV-STRC-FG-0009,2,RM,INV-RM-RM-0095,INV-MODL-SFG-1474,4
INV-STRC-FG-0009,1,SFG,INV-BEAM-SFG-0609,INV-STRC-FG-0009,3
INV-STRC-FG-0009,2,RM,INV-RM-RM-0094,INV-BEAM-SFG-0609,2
INV-STRC-FG-0009,2,RM,INV-RM-RM-0014,INV-BEAM-SFG-0609,4
INV-STRC-FG-0009,2,RM,INV-RM-RM-0087,INV-BEAM-SFG-0609,2
INV-STRC-FG-0009,2,RM,INV-RM-RM-0083,INV-BEAM-SFG-0609,3
INV-STRC-FG-0009,1,RM,INV-RM-RM-0096,INV-STRC-FG-0009,4
INV-STRC-FG-0009,1,RM,INV-RM-RM-0053,INV-STRC-FG-0009,3
INV-STRC-FG-0009,1,RM,INV-RM-RM-0098,INV-STRC-FG-0009,3
INV-STRC-FG-0010,0,FG,INV-STRC-FG-0010,,1
INV-STRC-FG-0010,1,SFG,INV-MODL-SFG-1188,INV-STRC-FG-0010,1
INV-STRC-FG-0010,2,RM,INV-RM-RM-0121,INV-MODL-SFG-1188,2
INV-STRC-FG-0010,2,RM,INV-RM-RM-0052,INV-MODL-SFG-1188,4
INV-STRC-FG-0010,2,RM,INV-RM-RM-0115,INV-MODL-SFG-1188,4
INV-STRC-FG-0010,2,RM,INV-RM-RM-0091,INV-MODL-SFG-1188,4
INV-STRC-FG-0010,1,SFG,INV-BEAM-SFG-0644,INV-STRC-FG-0010,4
INV-STRC-FG-0010,2,RM,INV-RM-RM-0120,INV-BEAM-SFG-0644,3
INV-STRC-FG-0010,2,RM,INV-RM-RM-0122,INV-BEAM-SFG-0644,3
INV-STRC-FG-0010,2,RM,INV-RM-RM-0062,INV-BEAM-SFG-0644,2
INV-STRC-FG-0010,1,SFG,INV-BEAM-SFG-0575,INV-STRC-FG-0010,4
INV-STRC-FG-0010,2,RM,INV-RM-RM-0071,INV-BEAM-SFG-0575,2
INV-STRC-FG-0010,2,RM,INV-RM-RM-0042,INV-BEAM-SFG-0575,4
INV-STRC-FG-0010,2,RM,INV-RM-RM-0124,INV-BEAM-SFG-0575,4
INV-STRC-FG-0010,2,RM,INV-RM-RM-0099,INV-BEAM-SFG-0575,3
INV-STRC-FG-0010,2,RM,INV-RM-RM-0038,INV-BEAM-SFG-0575,2
INV-STRC-FG-0010,2,RM,INV-RM-RM-0022,INV-BEAM-SFG-0575,2
INV-STRC-FG-0010,1,SFG,INV-PLTE-SFG-1084,INV-STRC-FG-0010,1
INV-STRC-FG-0010,2,RM,INV-RM-RM-0097,INV-PLTE-SFG-1084,4
INV-STRC-FG-0010,2,RM,INV-RM-RM-0088,INV-PLTE-SFG-1084,1
INV-STRC-FG-0010,2,RM,INV-RM-RM-0081,INV-PLTE-SFG-1084,2
INV-STRC-FG-0010,2,RM,INV-RM-RM-0091,INV-PLTE-SFG-1084,4
INV-STRC-FG-0010,2,RM,INV-RM-RM-0112,INV-PLTE-SFG-1084,3
INV-STRC-FG-0010,1,RM,INV-RM-RM-0050,INV-STRC-FG-0010,4
INV-STRC-FG-0010,1,RM,INV-RM-RM-0070,INV-STRC-FG-0010,2
INV-STRC-FG-0010,1,RM,INV-RM-RM-0065,INV-STRC-FG-0010,2
INV-STRC-FG-0011,0,FG,INV-STRC-FG-0011,,1
INV-STRC-FG-0011,1,SFG,INV-BEAM-SFG-0515,INV-STRC-FG-0011,2
INV-STRC-FG-0011,2,RM,INV-RM-RM-0011,INV-BEAM-SFG-0515,1
INV-STRC-FG-0011,2,RM,INV-RM-RM-0101,INV-BEAM-SFG-0515,1
INV-STRC-FG-0011,2,RM,INV-RM-RM-0030,INV-BEAM-SFG-0515,1
INV-STRC-FG-0011,1,SFG,INV-STRC-SFG-0245,INV-STRC-FG-0011,2
INV-STRC-FG-0011,2,RM,INV-RM-RM-0072,INV-STRC-SFG-0245,1
INV-STRC-FG-0011,2,RM,INV-RM-RM-0054,INV-STRC-SFG-0245,3
INV-STRC-FG-0011,2,RM,INV-RM-RM-0040,INV-STRC-SFG-0245,3
INV-STRC-FG-0011,2,RM,INV-RM-RM-0021,INV-STRC-SFG-0245,4
INV-STRC-FG-0011,2,RM,INV-RM-RM-0053,INV-STRC-SFG-0245,4
INV-STRC-FG-0011,1,SFG,INV-STRC-SFG-0130,INV-STRC-FG-0011,2
INV-STRC-FG-0011,2,RM,INV-RM-RM-0049,INV-STRC-SFG-0130,3
INV-STRC-FG-0011,2,RM,INV-RM-RM-0063,INV-STRC-SFG-0130,3
INV-STRC-FG-0011,2,RM,INV-RM-RM-0104,INV-STRC-SFG-0130,4
INV-STRC-FG-0011,2,RM,INV-RM-RM-0110,INV-STRC-SFG-0130,1
INV-STRC-FG-0011,1,SFG,INV-STRC-SFG-0213,INV-STRC-FG-0011,2
INV-STRC-FG-0011,2,RM,INV-RM-RM-0005,INV-STRC-SFG-0213,4
INV-STRC-FG-0011,2,RM,INV-RM-RM-0111,INV-STRC-SFG-0213,1
INV-STRC-FG-0011,2,RM,INV-RM-RM-0078,INV-STRC-SFG-0213,3
INV-STRC-FG-0011,2,RM,INV-RM-RM-0041,INV-STRC-SFG-0213,3
INV-STRC-FG-0011,1,SFG,INV-STRC-SFG-0002,INV-STRC-FG-0011,2
INV-STRC-FG-0011,2,RM,INV-RM-RM-0005,INV-STRC-SFG-0002,1
INV-STRC-FG-0011,2,RM,INV-RM-RM-0037,INV-STRC-SFG-0002,2
INV-STRC-FG-0011,2,RM,INV-RM-RM-0122,INV-STRC-SFG-0002,1
INV-STRC-FG-0011,2,RM,INV-RM-RM-0056,INV-STRC-SFG-0002,4
INV-STRC-FG-0011,2,RM,INV-RM-RM-0038,INV-STRC-SFG-0002,3
INV-STRC-FG-0011,1,RM,INV-RM-RM-0094,INV-STRC-FG-0011,1
INV-STRC-FG-0011,1,RM,INV-RM-RM-0038,INV-STRC-FG-0011,2
INV-STRC-FG-0012,0,FG,INV-STRC-FG-0012,,1
INV-STRC-FG-0012,1,SFG,INV-STRC-SFG-0033,INV-STRC-FG-0012,1
INV-STRC-FG-0012,2,RM,INV-RM-RM-0009,INV-STRC-SFG-0033,1
INV-STRC-FG-0012,2,RM,INV-RM-RM-0074,INV-STRC-SFG-0033,3
INV-STRC-FG-0012,2,RM,INV-RM-RM-0036,INV-STRC-SFG-0033,3
INV-STRC-FG-0012,2,RM,INV-RM-RM-0002,INV-STRC-SFG-0033,2
INV-STRC-FG-0012,2,RM,INV-RM-RM-0126,INV-STRC-SFG-0033,2
INV-STRC-FG-0012,2,RM,INV-RM-RM-0096,INV-STRC-SFG-0033,2
INV-STRC-FG-0012,1,SFG,INV-MODL-SFG-1304,INV-STRC-FG-0012,1
INV-STRC-FG-0012,2,RM,INV-RM-RM-0116,INV-MODL-SFG-1304,2
INV-STRC-FG-0012,2,RM,INV-RM-RM-0123,INV-MODL-SFG-1304,3
INV-STRC-FG-0012,2,RM,INV-RM-RM-0020,INV-MODL-SFG-1304,1
INV-STRC-FG-0012,2,RM,INV-RM-RM-0109,INV-MODL-SFG-1304,3
INV-STRC-FG-0012,2,RM,INV-RM-RM-0010,INV-MODL-SFG-1304,1
